area,production,lat,lon,temp_avg,rainfall_sum,humidity_avg,solar_rad_avg,soil_pH,soil_N,soil_OC,year,yield
81.16262258099887,4670.369568434665,28.88532978226868,73.6229869906936,22.51722933805384,875.2819052195033,57.98508466052482,193.0301399668383,6.330438860364981,0.2485217325085258,1.496392153687307,2018.0,16.17248824223091
190.6357182178841,4343.713058552001,19.48428433314928,83.62235707929966,25.258431649139123,619.5896891284979,59.93478684770542,236.9826575862336,6.6850305576344775,0.3243530204186344,1.1433563922109535,2016.0,16.211992629811384
149.07884894416696,321.5714835203281,27.240853019786268,73.62876695391253,21.78358296404318,626.0673837450611,65.9879438956191,104.53219562463536,6.438133659950122,0.2939596270803091,1.086884726425202,2016.0,13.709127484693832
123.74511199743696,229.1981750365348,26.890987970701406,80.5032676733412,16.235948549516177,1025.086956882954,66.68340488718081,265.9151162426335,6.7289028049628925,0.4127780250633898,1.1057368557697764,2020.0,12.95269644412422
39.64354168406294,1944.670497702443,16.382009464865114,84.18092523444865,26.309679412473,562.1176214265345,52.65826201221504,203.63402621646708,6.251533987441011,0.3086110868258978,1.3436834846943282,2016.0,17.745068904021387
39.6389588638785,4071.711320830981,26.57830948301355,72.13753846189488,27.711804523258586,1128.5345906511927,60.8199555641356,179.425342771891,6.40871551281023,0.2253076714929832,1.168450603353703,2018.0,17.269097003500452
21.035886311957896,4937.653033643228,10.740152694309852,81.34624439257807,17.911202693374484,619.8758530704263,64.57280404615241,195.53829228892755,6.005021103723993,0.3990166238959289,1.0716666359739235,2018.0,12.944105844242774
174.57346769723767,837.0427664072881,21.92539756964106,75.13125567402727,21.970807885870187,927.6783851216766,74.55822322146767,198.121467751026,6.482496194996882,0.2782868925053797,1.533070383524706,2020.0,16.21336333197342
124.21185223120968,3011.240505225462,14.60017674575406,89.2585375047516,26.857462783015592,734.2763048502031,67.04506539824723,113.43993482775372,6.094499568185578,0.3526536683672307,1.02876603186765,2018.0,16.537858857018946
144.53378978124863,1966.365197492005,12.411337715545576,79.6709129343985,31.172486409135097,920.6374862164686,67.89056687375519,274.74691137266177,5.9429767749190034,0.2522589293807199,1.2071132148065986,2010.0,15.90326453746591
13.911053916202466,4852.580549291556,11.539064032584182,86.11985099550316,25.062381123026224,691.1771995771614,60.838266279293606,202.0662816135309,6.629330573927694,0.2350173114502563,1.330461230322046,2012.0,17.13993153494132
194.2828719107789,4226.382723364973,23.9257755175628,81.00453084312524,22.8159911763126,767.4414187855411,74.10459145203504,222.1501065223688,6.60636988792883,0.3084168230185696,0.8737329779165852,2016.0,14.080456762494643
168.16410175208014,4207.810653084575,16.797499275361325,70.86825065709638,24.45131067668548,808.1838350791443,64.09762795959497,247.57748852870213,6.891436867474286,0.3012828643543685,1.296052100281185,2010.0,16.75309104053197
50.34443102887247,2396.5964829953546,24.49533543057523,82.66302751188044,29.12462925744456,599.5625088437055,51.389120898264295,148.941877121985,6.28443721521245,0.3479827035366833,0.98897846490391,2020.0,15.548217756656504
44.54674376934912,2132.61556145456,11.307126815978847,89.02806684413314,23.0621074626264,948.1648690840252,74.0336997012519,223.67359495176143,6.7040264234183775,0.2731354246690257,1.3645565561668005,2016.0,16.087380627366656
44.84685687215242,1439.6946524604605,16.305806756612206,82.03223640292663,22.60242398004924,697.357286705683,66.97903272539028,186.61794545506032,6.775398786136831,0.1163640216229602,1.0074697976162046,2010.0,14.842424484320796
67.80602616231216,376.2399335895429,20.789825847506744,86.3837771885358,23.551769433453902,754.2800169319963,55.569559788715175,242.3385387608247,6.7223869039157975,0.2567226116411611,1.338553806369772,2018.0,16.64065722313105
109.7037220101252,4337.139643649761,25.81446329677928,87.68412926696816,22.14001417522386,601.1301250782975,55.205070326007565,93.63862898242525,6.087173158598929,0.3793818467143816,1.4211666132589424,2020.0,15.315560583369257
92.069553542002,4083.21494473738,16.3750500586414,74.56159543897866,25.368010947984388,287.5332682409379,62.96575545140762,195.04528498793653,6.574681741135595,0.2702623920756893,1.372287305126561,2020.0,17.061865568929157
65.33353663762796,4998.61659910204,22.51782752874018,74.24089679816453,29.87403537540868,761.7944474799662,64.63184795267584,169.85896721080192,6.68207014802733,0.2753616597485452,1.2502633296476204,2016.0,16.924780570722987
126.2520499972521,4983.520501662137,27.71955496472374,82.21961977701983,25.969237819348088,1282.5230843225831,61.97292265631207,221.61314753170777,6.503589233453971,0.3986376505905937,1.15373981141406,2018.0,16.88842857923448
